lat,lon,road_class,traffic_weight
26.8168274,75.7987778,trunk,0.9
26.9174309,75.8023113,trunk,0.9
26.9182068,75.8002081,primary,0.7
26.9021514,75.8464282,trunk,0.9
27.0907371,75.950588,trunk,0.9
26.9291343,75.8285742,secondary,0.5
26.9431492,75.8495893,trunk,0.9
26.9263422,75.7935634,primary,0.7
26.9307469,75.7932534,tertiary,0.3
26.9317317,75.7964873,tertiary,0.3
26.9280603,75.7931891,tertiary,0.3
26.9314188,75.7877851,tertiary,0.3
26.9273138,75.791173,primary,0.7
26.9244638,75.7889298,tertiary,0.3
26.9229944,75.7934837,primary,0.7
26.9285709,75.7978255,tertiary,0.3
26.9273103,75.7952582,tertiary,0.3
26.9295968,75.7970089,tertiary,0.3
26.9295395,75.7999323,tertiary,0.3
26.9274161,75.7982716,tertiary,0.3
26.9257454,75.7974079,tertiary,0.3
26.9286816,75.7951015,tertiary,0.3
26.9364564,75.7854697,primary,0.7
26.8789491,75.7699232,primary,0.7
27.0370296,75.7862056,secondary,0.5
26.8879234,75.7354277,trunk,0.9
26.916315,75.8171965,primary,0.7
26.8831986,75.8005745,primary,0.7
26.8784725,75.7168869,secondary,0.5
26.818791,75.7967004,trunk,0.9
26.8791202,75.7482527,trunk,0.9
26.8163764,75.7814714,primary,0.7
26.7796174,75.7578574,primary,0.7
26.8842868,75.8123288,primary,0.7
26.848905,75.8031457,primary,0.7
26.8582881,75.8114845,primary,0.7
26.8598973,75.806395,primary,0.7
26.8420235,75.8009793,primary,0.7
26.8421781,75.8014083,primary,0.7
26.8408127,75.7944904,secondary,0.5
26.8867323,75.8025274,secondary,0.5
26.9043217,75.8176482,primary,0.7
26.9102805,75.8198822,primary,0.7
26.9139545,75.8200185,primary,0.7
26.9137051,75.8199556,primary,0.7
26.9156259,75.8204855,primary,0.7
26.8986948,75.8009896,secondary,0.5
26.8979396,75.8020452,secondary,0.5
26.8920189,75.8143566,secondary,0.5
26.9018905,75.7939081,secondary,0.5
26.9027283,75.8031135,tertiary,0.3
26.9060155,75.809087,tertiary,0.3
26.9148228,75.8092034,tertiary,0.3
26.8622726,75.7979401,primary,0.7
26.8786222,75.7984995,tertiary,0.3
26.8809962,75.7829847,tertiary,0.3
26.8823542,75.7767063,tertiary,0.3
26.8995722,75.7722978,secondary,0.5
26.9211927,75.7955063,primary,0.7
26.9213751,75.8347836,primary,0.7
26.9247874,75.8181702,primary,0.7
26.9238155,75.8182794,tertiary,0.3
26.9237734,75.8226894,primary,0.7
26.9224574,75.828806,primary,0.7
26.9143281,75.8330924,tertiary,0.3
26.9171386,75.819512,tertiary,0.3
26.9252744,75.8360406,tertiary,0.3
26.898011,75.8234702,tertiary,0.3
26.9043272,75.8217375,tertiary,0.3
26.9214731,75.8127748,tertiary,0.3
26.9169267,75.8100636,tertiary,0.3
26.9136643,75.8095967,tertiary,0.3
26.9155359,75.8004382,tertiary,0.3
26.9145962,75.8057654,tertiary,0.3
26.9154922,75.8011285,tertiary,0.3
26.9157653,75.7994196,tertiary,0.3
26.9076778,75.8090091,tertiary,0.3
26.9114168,75.7958946,tertiary,0.3
26.9091144,75.8016236,tertiary,0.3
26.8990962,75.8162168,primary,0.7
26.8994951,75.8126014,primary,0.7
26.886934,75.8272394,secondary,0.5
26.8498822,75.8244404,secondary,0.5
26.8895962,75.8702556,secondary,0.5
26.891701,75.8672853,trunk,0.9
26.8764299,75.882088,tertiary,0.3
26.9694945,75.9063931,primary,0.7
26.9030101,75.8234626,tertiary,0.3
26.9008477,75.8303085,tertiary,0.3
26.902059,75.8307673,tertiary,0.3
26.8975317,75.8272854,tertiary,0.3
26.9045823,75.8299209,tertiary,0.3
26.9095556,75.8335443,tertiary,0.3
26.9093086,75.8300055,tertiary,0.3
26.8658055,75.8183615,tertiary,0.3
26.9054237,75.832371,tertiary,0.3
26.9502936,75.7074939,primary,0.7
26.9052791,75.8354726,tertiary,0.3
26.9059233,75.8309356,tertiary,0.3
26.7502056,75.8208936,tertiary,0.3
26.7665366,75.8410841,secondary,0.5
26.9096098,75.8101204,tertiary,0.3
26.9074244,75.8096305,tertiary,0.3
26.9073779,75.808993,tertiary,0.3
26.9125138,75.7973799,tertiary,0.3
26.9089219,75.7945727,tertiary,0.3
26.9121553,75.7933196,tertiary,0.3
26.9172423,75.8019032,tertiary,0.3
26.9024112,75.7933634,secondary,0.5
26.907372,75.7940175,tertiary,0.3
26.9023872,75.7929722,secondary,0.5
26.8985708,75.7931963,tertiary,0.3
26.8959647,75.7934416,tertiary,0.3
26.8834503,75.7963549,tertiary,0.3
26.8729141,75.7758274,tertiary,0.3
26.8404987,75.7705629,primary,0.7
26.9105715,75.7890075,tertiary,0.3
26.9109948,75.7905896,tertiary,0.3
26.9076166,75.793229,tertiary,0.3
26.913725,75.7907939,tertiary,0.3
26.919035,75.7926942,tertiary,0.3
26.9187459,75.7916949,tertiary,0.3
26.8893595,75.8231465,tertiary,0.3
26.8949644,75.8167513,tertiary,0.3
26.888479,75.8235609,tertiary,0.3
26.8899722,75.8195518,secondary,0.5
26.9726927,75.7514606,trunk,0.9
26.984962,75.7598576,trunk,0.9
26.9559925,75.733214,trunk,0.9
26.9727672,75.7516326,trunk,0.9
26.9330246,75.8157031,tertiary,0.3
26.9313948,75.8065274,tertiary,0.3
26.9288447,75.8330856,tertiary,0.3
26.9401161,75.8455603,tertiary,0.3
26.9460601,75.8452647,tertiary,0.3
26.9381305,75.8272987,tertiary,0.3
26.9270973,75.8189987,secondary,0.5
26.9300209,75.8149319,secondary,0.5
26.9326994,75.8118891,tertiary,0.3
26.9328549,75.8144732,tertiary,0.3
26.9326556,75.8101755,tertiary,0.3
26.9327718,75.8073511,tertiary,0.3
26.939126,75.8011281,secondary,0.5
26.9381031,75.8021338,secondary,0.5
26.9335283,75.8039922,secondary,0.5
26.9393667,75.8015964,secondary,0.5
26.9424677,75.7997806,secondary,0.5
26.9377365,75.8000217,tertiary,0.3
26.9383057,75.8009491,tertiary,0.3
27.0564275,75.8341583,trunk,0.9
26.9106278,75.8064844,tertiary,0.3
26.9227439,75.7858116,primary,0.7
26.9239028,75.7109861,secondary,0.5
26.940933,75.7984054,tertiary,0.3
26.9363684,75.7951329,tertiary,0.3
26.8751625,75.9407146,trunk,0.9
26.8346964,75.8040217,tertiary,0.3
26.8840376,75.8997018,trunk,0.9
26.9357902,75.886672,tertiary,0.3
26.9031301,75.9096911,tertiary,0.3
26.9577151,75.9072075,tertiary,0.3
26.927918,75.9169381,tertiary,0.3
26.8752163,75.9414455,trunk,0.9
26.9069952,75.8752553,tertiary,0.3
26.9524474,75.8707544,tertiary,0.3
26.9344998,75.8224647,tertiary,0.3
26.9201244,75.8401895,primary,0.7
26.8387837,75.7944895,primary,0.7
26.8402188,75.8328646,secondary,0.5
26.8347998,75.8363756,secondary,0.5
26.9457653,75.798512,secondary,0.5
26.9018551,75.8025033,tertiary,0.3
26.9085259,75.794454,tertiary,0.3
26.9022045,75.7924585,tertiary,0.3
26.9049509,75.7937822,tertiary,0.3
26.9031424,75.7932729,tertiary,0.3
26.9054203,75.793801,tertiary,0.3
26.9010008,75.7952633,secondary,0.5
26.900629,75.7960494,secondary,0.5
26.9006125,75.796473,secondary,0.5
26.8989999,75.7995799,secondary,0.5
26.89906,75.7997337,secondary,0.5
26.9131318,75.8082385,tertiary,0.3
26.9121474,75.8078534,tertiary,0.3
26.9095836,75.8006561,tertiary,0.3
26.9175231,75.8012368,trunk,0.9
26.9540193,75.8422736,secondary,0.5
26.9346259,75.833265,secondary,0.5
26.9326379,75.8327373,secondary,0.5
26.9702727,75.8712414,trunk,0.9
26.945942,75.8376445,tertiary,0.3
26.9225695,75.8039059,tertiary,0.3
26.9312231,75.8319631,secondary,0.5
26.8947726,75.7989405,tertiary,0.3
26.8970196,75.8002033,tertiary,0.3
26.9566974,75.6395213,tertiary,0.3
26.8410197,75.6977347,tertiary,0.3
26.8400888,75.6731522,tertiary,0.3
26.8343468,75.6562754,tertiary,0.3
26.7713947,75.7046574,tertiary,0.3
26.7516898,75.6581287,tertiary,0.3
26.7487029,75.739722,tertiary,0.3
26.9176798,75.7882667,tertiary,0.3
26.9144936,75.7933361,tertiary,0.3
26.9132502,75.7903102,trunk,0.9
26.9120833,75.7869824,trunk,0.9
26.8679577,75.805451,primary,0.7
26.8609509,75.8063756,primary,0.7
26.8659719,75.8015602,tertiary,0.3
26.8651241,75.8004631,primary,0.7
26.858558,75.8057301,primary,0.7
26.8759973,75.7978901,primary,0.7
26.8776937,75.7985795,tertiary,0.3
26.8860993,75.7980318,tertiary,0.3
26.8833285,75.7883866,tertiary,0.3
26.8477134,75.776082,tertiary,0.3
26.8915674,75.7885079,tertiary,0.3
26.8484493,75.7775934,tertiary,0.3
26.8501352,75.7927702,tertiary,0.3
26.8628764,75.7931136,primary,0.7
26.8516176,75.7871348,tertiary,0.3
26.864761,75.7871629,primary,0.7
26.9039613,75.7809435,tertiary,0.3
26.9023608,75.7901866,tertiary,0.3
26.9079197,75.8091513,tertiary,0.3
26.9075046,75.8093306,tertiary,0.3
26.8883643,75.7943527,tertiary,0.3
26.87575,75.7797882,tertiary,0.3
26.8789247,75.7921663,tertiary,0.3
26.8595017,75.7902904,tertiary,0.3
26.918882,75.825711,tertiary,0.3
26.9239288,75.8223884,primary,0.7
26.9199134,75.8258691,tertiary,0.3
26.8970459,75.8104006,primary,0.7
26.8995228,75.8127666,primary,0.7
26.8955865,75.8135009,tertiary,0.3
26.9159165,75.8204022,trunk,0.9
26.9151228,75.8243101,trunk,0.9
26.9169231,75.8160066,trunk,0.9
26.9605824,75.9428792,tertiary,0.3
26.9196652,75.9722742,tertiary,0.3
26.9228201,75.8390909,tertiary,0.3
26.921759,75.8425605,tertiary,0.3
26.9218017,75.8383532,tertiary,0.3
26.9052664,75.8350703,tertiary,0.3
26.9049749,75.8355615,tertiary,0.3
26.9012285,75.8292114,tertiary,0.3
26.9017856,75.828876,tertiary,0.3
26.9009367,75.8286321,tertiary,0.3
26.902065,75.8264496,tertiary,0.3
26.8953325,75.8262846,tertiary,0.3
26.892019,75.8245845,tertiary,0.3
26.9014316,75.8282886,tertiary,0.3
27.0368094,75.8225808,trunk,0.9
26.9423,75.7657846,primary,0.7
26.9425379,75.7608938,primary,0.7
26.9428157,75.7626437,primary,0.7
26.9732583,75.6332771,primary,0.7
26.9565037,75.7332187,trunk,0.9
26.9403779,75.7316297,trunk,0.9
26.945694,75.7321289,trunk,0.9
26.945963,75.7320152,trunk,0.9
26.9164584,75.808283,trunk,0.9
26.9151247,75.8248647,trunk,0.9
26.7436431,75.9414933,tertiary,0.3
27.0324701,75.9511489,tertiary,0.3
26.99676,75.9293482,tertiary,0.3
27.0443763,75.934627,tertiary,0.3
26.9935346,75.7660143,trunk,0.9
27.0354147,75.820826,trunk,0.9
26.9976608,75.7695374,trunk,0.9
26.9973203,75.7690546,trunk,0.9
26.8389129,75.781144,primary,0.7
26.8524251,75.7679048,tertiary,0.3
26.8652105,75.7596137,tertiary,0.3
26.8029429,75.8727722,tertiary,0.3
26.7993862,75.8708618,tertiary,0.3
26.8918667,75.7431552,trunk,0.9
26.886286,75.7321014,trunk,0.9
26.920763,75.7303866,trunk,0.9
26.9210807,75.7302557,trunk,0.9
26.902679,75.7291165,trunk,0.9
26.9329845,75.7308549,trunk,0.9
26.931311,75.730901,trunk,0.9
26.892282,75.7353231,trunk,0.9
26.9401388,75.7314581,trunk,0.9
26.8900417,75.7361788,trunk,0.9
26.926035,75.730644,trunk,0.9
26.9250221,75.7304514,trunk,0.9
26.9277128,75.7304522,tertiary,0.3
26.8889323,75.7367193,trunk,0.9
26.8874313,75.7346614,trunk,0.9
26.8896047,75.7373631,tertiary,0.3
26.9014125,75.7296395,tertiary,0.3
26.8889529,75.7366545,trunk,0.9
26.9123218,75.7871906,trunk,0.9
26.9146973,75.7944644,trunk,0.9
26.9397628,75.779939,primary,0.7
26.9407123,75.7713885,primary,0.7
26.9364383,75.7912062,primary,0.7
26.902685,75.7893133,secondary,0.5
26.902787,75.7864377,secondary,0.5
26.9028013,75.7870334,secondary,0.5
26.9026338,75.7865665,secondary,0.5
26.9015407,75.7824911,secondary,0.5
26.9026984,75.7868397,secondary,0.5
26.9390836,75.7860506,primary,0.7
26.935659,75.7925515,primary,0.7
26.9301016,75.7846432,primary,0.7
26.9278664,75.7848583,primary,0.7
26.9234325,75.7850312,primary,0.7
26.9253987,75.8144441,primary,0.7
26.9167916,75.8169155,trunk,0.9
26.9169125,75.8164861,trunk,0.9
26.9152072,75.825007,trunk,0.9
26.9079268,75.8397013,trunk,0.9
26.9407027,75.7845797,primary,0.7
26.9205295,75.8173214,tertiary,0.3
26.9389074,75.7860169,primary,0.7
26.9272925,75.8068705,primary,0.7
26.9017797,75.8506901,trunk,0.9
26.8984395,75.8596816,trunk,0.9
26.9017238,75.850318,trunk,0.9
26.9011891,75.8527473,trunk,0.9
26.9021995,75.8511064,trunk,0.9
26.9126569,75.8345501,trunk,0.9
26.9120348,75.8351144,trunk,0.9
26.9037382,75.8448633,trunk,0.9
26.909317,75.8377547,trunk,0.9
26.9150602,75.8263063,trunk,0.9
26.9138296,75.8310012,trunk,0.9
26.913813,75.8314008,trunk,0.9
27.0507047,75.7555124,trunk,0.9
26.9505389,75.7063835,primary,0.7
26.9449877,75.7384131,primary,0.7
26.9618031,75.6682551,primary,0.7
26.9692269,75.6512932,primary,0.7
26.9985128,75.7724892,trunk,0.9
26.998618,75.7707122,secondary,0.5
26.9972008,75.7685302,trunk,0.9
26.9787339,75.77362,primary,0.7
26.9970801,75.7689621,trunk,0.9
26.9394815,75.8371042,secondary,0.5
26.94087,75.838021,secondary,0.5
26.9947054,75.8760274,trunk,0.9
26.946126,75.8441116,tertiary,0.3
26.9458534,75.8502779,trunk,0.9
26.7816613,75.8251564,trunk,0.9
26.7761096,75.8294777,trunk,0.9
26.8336845,75.7703111,trunk,0.9
26.8204671,75.7810929,trunk,0.9
26.9292666,75.831499,secondary,0.5
27.0901532,75.9500998,trunk,0.9
26.8205919,75.7958889,tertiary,0.3
26.8766544,75.7130185,trunk,0.9
26.871643,75.6998428,trunk,0.9
26.8720857,75.7012866,tertiary,0.3
26.8806196,75.7210471,tertiary,0.3
26.8903181,75.8024063,tertiary,0.3
26.8737366,75.797333,tertiary,0.3
26.8776311,75.7957114,tertiary,0.3
26.8829418,75.8006191,primary,0.7
26.8835714,75.7966707,primary,0.7
26.9558708,75.77895,tertiary,0.3
26.9585514,75.7892757,secondary,0.5
26.962695,75.7818857,tertiary,0.3
26.966321,75.7725549,secondary,0.5
26.958493,75.7887184,secondary,0.5
26.9654483,75.7740431,secondary,0.5
26.9621875,75.7815827,secondary,0.5
26.9620256,75.781618,secondary,0.5
26.9560148,75.7790377,tertiary,0.3
26.9622879,75.7817862,tertiary,0.3
26.966015,75.7735929,secondary,0.5
26.9596534,75.786722,secondary,0.5
26.946394,75.7772004,tertiary,0.3
26.9440416,75.777374,tertiary,0.3
26.9411546,75.777609,tertiary,0.3
26.9128777,75.7745691,tertiary,0.3
26.8945456,75.767978,tertiary,0.3
26.8909768,75.8162859,secondary,0.5
26.8900395,75.8194481,secondary,0.5
26.8947782,75.8152122,primary,0.7
26.9151217,75.7435134,tertiary,0.3
26.9155316,75.7476671,tertiary,0.3
26.9299218,75.7717541,tertiary,0.3
26.9267944,75.7467833,secondary,0.5
26.9305916,75.7652202,tertiary,0.3
26.9156491,75.7342345,tertiary,0.3
26.9022855,75.7538872,tertiary,0.3
26.9395977,75.7703333,tertiary,0.3
26.9082869,75.7385212,tertiary,0.3
26.9095807,75.7434478,tertiary,0.3
26.9140761,75.7435782,tertiary,0.3
26.9114381,75.7406998,tertiary,0.3
26.9117077,75.746116,tertiary,0.3
26.9140206,75.738228,tertiary,0.3
26.9415696,75.8299049,tertiary,0.3
26.9454361,75.835427,tertiary,0.3
26.8946273,75.7924838,tertiary,0.3
26.8958941,75.7920439,tertiary,0.3
26.7807446,75.8641908,secondary,0.5
26.7831589,75.8634068,secondary,0.5
26.9574628,75.7916497,secondary,0.5
26.9323518,75.7306655,tertiary,0.3
26.9320608,75.7303535,tertiary,0.3
26.9316501,75.7251433,tertiary,0.3
26.9710881,75.774861,tertiary,0.3
26.9712879,75.7757762,tertiary,0.3
26.9682324,75.7561017,tertiary,0.3
26.9685501,75.7836639,tertiary,0.3
26.9634642,75.7864514,tertiary,0.3
26.9686112,75.7832712,tertiary,0.3
26.9708217,75.769249,tertiary,0.3
26.9707199,75.7695292,tertiary,0.3
26.9712364,75.7776923,tertiary,0.3
26.9632622,75.7864655,tertiary,0.3
26.9651574,75.7905624,tertiary,0.3
26.9183042,75.7484831,tertiary,0.3
26.9270026,75.7397692,tertiary,0.3
26.908485,75.7826176,tertiary,0.3
26.8903263,75.769821,tertiary,0.3
26.9318536,75.7362224,tertiary,0.3
26.9186913,75.736237,tertiary,0.3
26.9303412,75.7319581,tertiary,0.3
26.928584,75.7358003,tertiary,0.3
26.9156105,75.8223895,trunk,0.9
26.9167223,75.8168461,trunk,0.9
27.0310883,75.8921886,tertiary,0.3
27.031363,75.8911935,tertiary,0.3
26.9693453,75.7762256,tertiary,0.3
26.8625289,75.795909,primary,0.7
26.8241319,75.7948448,primary,0.7
26.8643498,75.8072013,primary,0.7
26.8735596,75.8095891,primary,0.7
26.8779738,75.8199159,secondary,0.5
26.834566,75.7993013,tertiary,0.3
26.962521,75.7792173,tertiary,0.3
26.945337,75.8074147,tertiary,0.3
26.9434643,75.8051334,tertiary,0.3
26.9451079,75.7886815,tertiary,0.3
26.9408992,75.8046287,tertiary,0.3
26.9412385,75.7996097,tertiary,0.3
27.0121176,75.6140627,secondary,0.5
26.9483145,75.7631048,secondary,0.5
26.9018904,75.7924927,tertiary,0.3
26.9411074,75.7789232,tertiary,0.3
26.9636502,75.7697712,tertiary,0.3
26.9666608,75.7625555,tertiary,0.3
26.9745347,75.7660461,tertiary,0.3
26.9671581,75.756771,tertiary,0.3
26.9672489,75.765706,tertiary,0.3
26.9732139,75.7654334,tertiary,0.3
26.891157,75.7737094,tertiary,0.3
26.8980806,75.7844691,tertiary,0.3
26.9928046,75.7769249,tertiary,0.3
26.9971495,75.7734035,tertiary,0.3
26.9437311,75.8405188,tertiary,0.3
26.8613037,75.7674936,tertiary,0.3
26.8865004,75.7459334,tertiary,0.3
26.8984628,75.7566259,tertiary,0.3
26.86753,75.7569784,tertiary,0.3
26.8691098,75.7568122,tertiary,0.3
26.8890926,75.7647898,tertiary,0.3
26.8715112,75.755465,tertiary,0.3
26.8844932,75.7455104,tertiary,0.3
26.8892266,75.7543068,tertiary,0.3
26.9612361,75.7782792,tertiary,0.3
26.9187919,75.8213364,tertiary,0.3
26.9025437,75.7899982,secondary,0.5
26.9660842,75.7811271,tertiary,0.3
26.9024965,75.7931171,secondary,0.5
26.9507799,75.7956752,secondary,0.5
26.8608736,75.7635988,tertiary,0.3
27.0447021,75.6985078,tertiary,0.3
27.0078846,75.655639,tertiary,0.3
27.0544675,75.7222735,tertiary,0.3
27.0297354,75.6915073,tertiary,0.3
26.937242,75.6773472,tertiary,0.3
27.0373902,75.6487252,tertiary,0.3
26.7596164,75.8689619,secondary,0.5
26.9263353,75.8106721,primary,0.7
26.8496715,75.7996302,tertiary,0.3
26.8564113,75.8001828,tertiary,0.3
26.8561565,75.7983192,tertiary,0.3
26.8350139,75.799314,tertiary,0.3
26.9279888,75.7646736,tertiary,0.3
26.9377373,75.7578523,secondary,0.5
26.9343921,75.7542727,secondary,0.5
26.9263995,75.7683705,tertiary,0.3
26.923953,75.7621582,tertiary,0.3
26.9342964,75.7942242,tertiary,0.3
26.821669,75.8047087,tertiary,0.3
26.8460651,75.797107,tertiary,0.3
26.8521222,75.8029459,tertiary,0.3
26.8520069,75.8037395,tertiary,0.3
26.8108343,75.8030574,tertiary,0.3
26.8083964,75.8122681,tertiary,0.3
26.8056107,75.8139564,tertiary,0.3
26.8157453,75.7891754,tertiary,0.3
26.811887,75.7870958,tertiary,0.3
26.8128503,75.7845473,tertiary,0.3
27.0225003,75.9030305,tertiary,0.3
26.9018761,75.7346775,tertiary,0.3
26.9019338,75.7388538,tertiary,0.3
26.9018875,75.7433942,tertiary,0.3
26.8931046,75.7395986,tertiary,0.3
26.9037936,75.7465723,tertiary,0.3
26.9692836,75.7763588,tertiary,0.3
26.9412686,75.7935906,tertiary,0.3
26.9397077,75.790176,tertiary,0.3
26.9519696,75.7755377,tertiary,0.3
27.0159491,75.752586,tertiary,0.3
27.0149965,75.7530359,tertiary,0.3
27.0173818,75.7521411,tertiary,0.3
26.9566039,75.7408465,tertiary,0.3
26.9634423,75.7282388,tertiary,0.3
26.9593954,75.7354183,tertiary,0.3
26.9625262,75.7249516,tertiary,0.3
27.0261766,75.7608556,tertiary,0.3
27.0209636,75.7499966,tertiary,0.3
27.0170916,75.7493418,tertiary,0.3
27.0045987,75.7573761,tertiary,0.3
26.999265,75.6975156,tertiary,0.3
26.9925499,75.7002331,tertiary,0.3
26.9816807,75.6973285,tertiary,0.3
27.0010363,75.7470582,tertiary,0.3
27.0034112,75.7597924,tertiary,0.3
26.8097917,75.827291,tertiary,0.3
26.8155278,75.8443826,tertiary,0.3
26.8154068,75.8444883,tertiary,0.3
26.812088,75.8334239,tertiary,0.3
26.8074252,75.8362123,tertiary,0.3
26.8029072,75.8387189,tertiary,0.3
26.8062839,75.8342886,tertiary,0.3
26.8058681,75.8332735,tertiary,0.3
26.8076591,75.835857,tertiary,0.3
26.8085383,75.8399225,tertiary,0.3
26.8036386,75.8381559,tertiary,0.3
26.8078181,75.8359094,tertiary,0.3
26.8201368,75.8319754,tertiary,0.3
26.8186978,75.8320715,tertiary,0.3
26.8092457,75.8415742,tertiary,0.3
26.8065225,75.8434069,tertiary,0.3
26.806208,75.8419315,tertiary,0.3
26.8109171,75.8464831,tertiary,0.3
26.8079508,75.8289532,tertiary,0.3
26.8078893,75.8288486,tertiary,0.3
26.8235631,75.8315258,tertiary,0.3
26.8155727,75.8445046,tertiary,0.3
26.8103432,75.8539291,secondary,0.5
26.8031679,75.8734516,tertiary,0.3
26.804083,75.8790255,tertiary,0.3
26.7838447,75.8633878,secondary,0.5
26.8040139,75.8611888,tertiary,0.3
26.8211129,75.84845,tertiary,0.3
26.8130002,75.8524632,secondary,0.5
26.831077,75.8424717,secondary,0.5
26.8068638,75.85768,tertiary,0.3
26.8397988,75.7784387,primary,0.7
26.8411381,75.7942288,primary,0.7
26.835172,75.7991273,tertiary,0.3
26.8296162,75.8062944,tertiary,0.3
26.8367968,75.8031541,tertiary,0.3
26.8409623,75.7966093,secondary,0.5
26.8353425,75.7998101,tertiary,0.3
26.8299284,75.8011813,tertiary,0.3
27.02177,75.8127137,tertiary,0.3
27.0034471,75.793115,tertiary,0.3
27.0084219,75.8032277,tertiary,0.3
27.0056133,75.797352,tertiary,0.3
26.8505846,75.758264,tertiary,0.3
26.8614313,75.7592003,tertiary,0.3
26.8607956,75.7594364,tertiary,0.3
26.8567165,75.7480968,tertiary,0.3
26.8502905,75.7542414,tertiary,0.3
26.8598978,75.752743,tertiary,0.3
26.9205044,75.7905706,primary,0.7
26.9196939,75.7961073,primary,0.7
26.9173988,75.8025546,trunk,0.9
26.9126924,75.7974789,tertiary,0.3
26.9166423,75.8008068,tertiary,0.3
26.916358,75.791005,tertiary,0.3
26.9232236,75.793536,primary,0.7
26.8406558,75.7706228,primary,0.7
26.8356361,75.7779278,tertiary,0.3
26.865272,75.7726508,tertiary,0.3
26.82553,75.7784966,tertiary,0.3
26.8198892,75.7814562,trunk,0.9
26.825855,75.7785635,tertiary,0.3
26.8309986,75.7773461,tertiary,0.3
26.8278468,75.7762221,tertiary,0.3
26.8307803,75.7755669,tertiary,0.3
26.8306985,75.7785191,tertiary,0.3
26.9152218,75.7234407,tertiary,0.3
26.9049279,75.7228675,tertiary,0.3
26.8393149,75.8333693,secondary,0.5
26.8451285,75.8291411,secondary,0.5
26.8427419,75.8148626,tertiary,0.3
26.8553272,75.8133246,tertiary,0.3
26.8476966,75.8140919,tertiary,0.3
26.8474062,75.8064099,tertiary,0.3
26.8500614,75.8162772,tertiary,0.3
26.8559928,75.8083954,tertiary,0.3
26.8478392,75.8045252,tertiary,0.3
26.8531418,75.8228472,tertiary,0.3
26.7954057,75.8236315,secondary,0.5
26.915097,75.7362414,tertiary,0.3
26.9097243,75.7208155,tertiary,0.3
26.9310535,75.7722889,tertiary,0.3
26.9356326,75.773047,tertiary,0.3
26.88786,75.7600171,tertiary,0.3
26.893647,75.7462562,tertiary,0.3
26.8835261,75.7413626,tertiary,0.3
26.890452,75.7460575,tertiary,0.3
26.8881567,75.747728,tertiary,0.3
26.8892469,75.7471153,tertiary,0.3
26.890793,75.7497096,tertiary,0.3
26.8833619,75.7407375,tertiary,0.3
26.8886121,75.7288478,tertiary,0.3
26.9018407,75.7932005,tertiary,0.3
26.8953386,75.7936009,tertiary,0.3
26.894482,75.7920552,tertiary,0.3
26.8892462,75.7947463,tertiary,0.3
26.9003116,75.7907332,tertiary,0.3
26.9043749,75.8447401,tertiary,0.3
26.8934437,75.7243427,tertiary,0.3
26.8887611,75.8134935,primary,0.7
26.9029449,75.8171002,primary,0.7
26.9027854,75.8435154,trunk,0.9
26.9224056,75.8051472,tertiary,0.3
26.9710051,75.7827058,tertiary,0.3
26.8929574,75.8126243,secondary,0.5
26.9223648,75.8297265,primary,0.7
26.8908171,75.8167347,secondary,0.5
26.8901821,75.8193798,secondary,0.5
26.8989359,75.8169946,tertiary,0.3
26.8776802,75.8107605,primary,0.7
26.867781,75.8050347,primary,0.7
26.8726548,75.77575,tertiary,0.3
26.8622522,75.7982105,primary,0.7
26.8729314,75.7771409,primary,0.7
26.8670928,75.8032128,primary,0.7
26.8643675,75.8071314,tertiary,0.3
26.8723016,75.7905416,tertiary,0.3
26.8646781,75.7871304,primary,0.7
26.8646865,75.800236,primary,0.7
26.8808652,75.7665665,primary,0.7
26.8801069,75.7579158,primary,0.7
26.8795702,75.7441055,trunk,0.9
26.8801691,75.7358713,tertiary,0.3
26.8805401,75.7666069,primary,0.7
26.8799503,75.7355594,tertiary,0.3
26.8736625,75.7179391,secondary,0.5
26.8734219,75.7179925,secondary,0.5
26.8879939,75.7375892,trunk,0.9
26.8878908,75.737429,trunk,0.9
26.973922,75.7776964,tertiary,0.3
26.9779881,75.7772611,tertiary,0.3
26.9792066,75.7746429,tertiary,0.3
26.9891843,75.7793415,tertiary,0.3
26.9742731,75.7826877,tertiary,0.3
26.9775394,75.7829184,tertiary,0.3
26.8778798,75.7538777,tertiary,0.3
26.8778709,75.7532399,tertiary,0.3
26.8623704,75.7620374,tertiary,0.3
26.8635749,75.7588824,tertiary,0.3
26.9709759,75.7828266,tertiary,0.3
26.8691475,75.7620007,tertiary,0.3
26.8692972,75.7617529,tertiary,0.3
26.8746861,75.7652291,tertiary,0.3
26.9347601,75.748457,tertiary,0.3
26.9392394,75.743124,tertiary,0.3
26.9342654,75.7483634,tertiary,0.3
26.9398537,75.7569229,tertiary,0.3
26.9397193,75.7470812,tertiary,0.3
26.9338929,75.740008,tertiary,0.3
26.9329289,75.7529671,tertiary,0.3
26.8947071,75.8086595,primary,0.7
26.8648975,75.7962769,primary,0.7
26.8760195,75.8068426,tertiary,0.3
26.8625018,75.7960109,primary,0.7
26.8376649,75.7939038,primary,0.7
26.8483217,75.7938609,primary,0.7
26.8596193,75.7956364,primary,0.7
26.8679523,75.796818,primary,0.7
26.8604618,75.8063092,primary,0.7
26.8694063,75.822142,secondary,0.5
26.8574006,75.8146512,primary,0.7
26.8529565,75.8043575,primary,0.7
26.8548973,75.8244731,secondary,0.5
